# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_02184	manual_scaffold_1	2135918	2136169	-	252	5	2
IABCJNHA_02185	manual_scaffold_1	2136206	2136352	-	147	4	2
IABCJNHA_02186	manual_scaffold_1	2136417	2136542	-	126	0	0
IABCJNHA_02187	manual_scaffold_1	2136623	2137135	-	513	390	209
IABCJNHA_02188	manual_scaffold_1	2137207	2139936	-	2730	5957	2911
IABCJNHA_02189	manual_scaffold_1	2140161	2140310	+	150	0	0
IABCJNHA_02190	manual_scaffold_1	2140342	2140488	+	147	0	0
IABCJNHA_02191	manual_scaffold_1	2140587	2140961	+	375	0	0
IABCJNHA_02192	manual_scaffold_1	2141195	2141623	+	429	110	99
IABCJNHA_02193	manual_scaffold_1	2141654	2142136	-	483	141	112
IABCJNHA_02194	manual_scaffold_1	2142224	2142586	-	363	20	22
IABCJNHA_02195	manual_scaffold_1	2142675	2143382	-	708	18	42
IABCJNHA_02196	manual_scaffold_1	2143602	2143775	+	174	18	9
IABCJNHA_02197	manual_scaffold_1	2143849	2144067	-	219	352	195
IABCJNHA_02198	manual_scaffold_1	2144153	2144599	-	447	4	21
IABCJNHA_02199	manual_scaffold_1	2144752	2146755	-	2004	3208	1922
IABCJNHA_02200	manual_scaffold_1	2146924	2147157	-	234	26	27
IABCJNHA_02201	manual_scaffold_1	2147221	2147874	-	654	15	49
IABCJNHA_02202	manual_scaffold_1	2147893	2148204	-	312	6	20
IABCJNHA_02203	manual_scaffold_1	2148360	2148977	+	618	138	120
IABCJNHA_02204	manual_scaffold_1	2149314	2149460	-	147	20	11
IABCJNHA_02205	manual_scaffold_1	2149519	2149953	-	435	105	71
IABCJNHA_02206	manual_scaffold_1	2150161	2150610	+	450	2	0
IABCJNHA_02207	manual_scaffold_1	2150637	2151395	-	759	2	6
IABCJNHA_02208	manual_scaffold_1	2151621	2151935	-	315	41	26
IABCJNHA_02209	manual_scaffold_1	2152023	2153663	-	1641	66	29
IABCJNHA_02210	manual_scaffold_1	2153660	2154277	-	618	29	16
IABCJNHA_02211	manual_scaffold_1	2154282	2155088	-	807	40	5
IABCJNHA_02212	manual_scaffold_1	2155235	2156449	-	1215	0	0
IABCJNHA_02213	manual_scaffold_1	2156439	2157530	-	1092	0	0
IABCJNHA_02214	manual_scaffold_1	2157560	2159119	-	1560	0	5
IABCJNHA_02215	manual_scaffold_1	2159132	2159242	-	111	0	1
IABCJNHA_02216	manual_scaffold_1	2159415	2159603	-	189	5	0
IABCJNHA_02217	manual_scaffold_1	2159910	2160344	+	435	104	70
IABCJNHA_02218	manual_scaffold_1	2160409	2160807	-	399	0	0
IABCJNHA_02219	manual_scaffold_1	2161058	2161246	+	189	58	16
IABCJNHA_02220	manual_scaffold_1	2161421	2161621	+	201	6	4
IABCJNHA_02221	manual_scaffold_1	2161867	2162223	+	357	0	0
IABCJNHA_02222	manual_scaffold_1	2162353	2163105	+	753	341	258
IABCJNHA_02223	manual_scaffold_1	2163223	2163435	+	213	7	5
IABCJNHA_02224	manual_scaffold_1	2163558	2164397	-	840	127	84
IABCJNHA_02225	manual_scaffold_1	2164543	2164719	-	177	7	9
IABCJNHA_02226	manual_scaffold_1	2165239	2165499	+	261	0	0
IABCJNHA_02227	manual_scaffold_1	2165803	2165976	+	174	13	4
IABCJNHA_02228	manual_scaffold_1	2166102	2166536	-	435	34	18
IABCJNHA_02229	manual_scaffold_1	2166566	2167027	-	462	9	11
IABCJNHA_02230	manual_scaffold_1	2167491	2168675	+	1185	2	2
IABCJNHA_02231	manual_scaffold_1	2168777	2170150	-	1374	85	12
IABCJNHA_02232	manual_scaffold_1	2170603	2171238	+	636	15	13
IABCJNHA_02233	manual_scaffold_1	2171721	2173220	-	1500	21	10
IABCJNHA_02234	manual_scaffold_1	2173371	2174708	-	1338	28	12
IABCJNHA_02235	manual_scaffold_1	2174950	2176104	+	1155	50	41
IABCJNHA_02236	manual_scaffold_1	2176241	2177842	-	1602	18	6
IABCJNHA_02237	manual_scaffold_1	2177873	2179264	-	1392	14	0
IABCJNHA_02238	manual_scaffold_1	2180089	2180559	-	471	14	22
IABCJNHA_02239	manual_scaffold_1	2180699	2180818	-	120	5	1
IABCJNHA_02240	manual_scaffold_1	2180976	2181251	-	276	11	3
IABCJNHA_02241	manual_scaffold_1	2181295	2181648	-	354	41	12
IABCJNHA_02242	manual_scaffold_1	2181737	2182378	-	642	80	16
IABCJNHA_02243	manual_scaffold_1	2182938	2183450	-	513	16	7
IABCJNHA_02244	manual_scaffold_1	2183785	2184576	-	792	90	63
IABCJNHA_02245	manual_scaffold_1	2184646	2185080	-	435	71	43
IABCJNHA_02246	manual_scaffold_1	2185267	2185518	-	252	0	8
IABCJNHA_02247	manual_scaffold_1	2185649	2185993	-	345	0	17
IABCJNHA_02248	manual_scaffold_1	2186239	2186529	-	291	3	19
IABCJNHA_02249	manual_scaffold_1	2186857	2188191	-	1335	2688	2735
IABCJNHA_02250	manual_scaffold_1	2188250	2188657	-	408	130	187
IABCJNHA_02251	manual_scaffold_1	2188767	2190032	-	1266	138	202
IABCJNHA_02252	manual_scaffold_1	2190050	2191312	-	1263	4549	4754
IABCJNHA_02253	manual_scaffold_1	2191445	2192413	-	969	6	331
IABCJNHA_02254	manual_scaffold_1	2193037	2193804	+	768	6	0
IABCJNHA_02255	manual_scaffold_1	2193868	2194488	-	621	88	6964
IABCJNHA_02256	manual_scaffold_1	2194538	2195527	-	990	621	21587
IABCJNHA_02257	manual_scaffold_1	2195545	2197647	-	2103	568	30610
IABCJNHA_02258	manual_scaffold_1	2197607	2197909	-	303	75	8720
IABCJNHA_02259	manual_scaffold_1	2198242	2198472	-	231	57	81
IABCJNHA_02260	manual_scaffold_1	2198554	2198826	-	273	7	18
IABCJNHA_02261	manual_scaffold_1	2199022	2199243	-	222	275	167
IABCJNHA_02262	manual_scaffold_1	2199283	2200227	-	945	136	108
IABCJNHA_02263	manual_scaffold_1	2200327	2200731	-	405	4	2
IABCJNHA_02264	manual_scaffold_1	2200829	2201104	+	276	0	1
IABCJNHA_02265	manual_scaffold_1	2201238	2201558	+	321	0	1
IABCJNHA_02266	manual_scaffold_1	2201572	2201925	+	354	0	3
IABCJNHA_02267	manual_scaffold_1	2201939	2202391	-	453	52	38
IABCJNHA_02268	manual_scaffold_1	2202461	2203168	-	708	5	15
IABCJNHA_02269	manual_scaffold_1	2203904	2205232	+	1329	14	12
IABCJNHA_02270	manual_scaffold_1	2205325	2206167	+	843	37	25
IABCJNHA_02271	manual_scaffold_1	2206246	2206602	+	357	16	8
IABCJNHA_02272	manual_scaffold_1	2206833	2208050	+	1218	356	456
IABCJNHA_02273	manual_scaffold_1	2208095	2215726	-	7632	548	451
IABCJNHA_02274	manual_scaffold_1	2215741	2225460	-	9720	579	331
IABCJNHA_02275	manual_scaffold_1	2225411	2232286	-	6876	447	224
IABCJNHA_02276	manual_scaffold_1	2232276	2245064	-	12789	356	247
IABCJNHA_02277	manual_scaffold_1	2245080	2258678	-	13599	275	182
IABCJNHA_02278	manual_scaffold_1	2258680	2273811	-	15132	272	128
IABCJNHA_02279	manual_scaffold_1	2273856	2274605	-	750	5	4
IABCJNHA_02280	manual_scaffold_1	2274645	2275415	-	771	16	1
IABCJNHA_02281	manual_scaffold_1	2275412	2276674	-	1263	23	5
IABCJNHA_02282	manual_scaffold_1	2276675	2277922	-	1248	30	8
IABCJNHA_02283	manual_scaffold_1	2277900	2278148	-	249	2	0
IABCJNHA_02284	manual_scaffold_1	2278210	2280513	-	2304	120	23
IABCJNHA_02285	manual_scaffold_1	2280510	2281484	-	975	49	15
IABCJNHA_02286	manual_scaffold_1	2281780	2281911	+	132	3	0
IABCJNHA_02287	manual_scaffold_1	2281988	2282854	-	867	71	14
IABCJNHA_02288	manual_scaffold_1	2283227	2283904	-	678	24	15
IABCJNHA_02289	manual_scaffold_1	2284094	2284711	-	618	30	10
IABCJNHA_02290	manual_scaffold_1	2284832	2285389	+	558	4	2
IABCJNHA_02291	manual_scaffold_1	2285391	2285495	+	105	0	0
IABCJNHA_02292	manual_scaffold_1	2285544	2285999	+	456	28	18
IABCJNHA_02293	manual_scaffold_1	2286397	2288286	-	1890	217	212
IABCJNHA_02294	manual_scaffold_1	2288296	2290872	-	2577	383	348
IABCJNHA_02295	manual_scaffold_1	2291005	2291550	-	546	12	8
IABCJNHA_02296	manual_scaffold_1	2291812	2292243	-	432	410	270
IABCJNHA_02297	manual_scaffold_1	2292245	2293774	-	1530	872	753
IABCJNHA_02298	manual_scaffold_1	2293922	2295100	-	1179	1214	334
IABCJNHA_02299	manual_scaffold_1	2295113	2296156	-	1044	650	222
IABCJNHA_02300	manual_scaffold_1	2296422	2296682	-	261	196	248
IABCJNHA_02301	manual_scaffold_1	2296882	2297676	-	795	83	213
IABCJNHA_02302	manual_scaffold_1	2297745	2299307	-	1563	8617	4873
IABCJNHA_02303	manual_scaffold_1	2299583	2300758	-	1176	240	202
IABCJNHA_02304	manual_scaffold_1	2300926	2301972	-	1047	602	433
IABCJNHA_02305	manual_scaffold_1	2302145	2303395	-	1251	334	250
IABCJNHA_02306	manual_scaffold_1	2303413	2303994	-	582	68	82
IABCJNHA_02307	manual_scaffold_1	2304044	2304958	-	915	488	129
IABCJNHA_02308	manual_scaffold_1	2304977	2305303	-	327	137	33
IABCJNHA_02309	manual_scaffold_1	2305251	2305766	-	516	98	21
IABCJNHA_02310	manual_scaffold_1	2305896	2306153	-	258	12	19
IABCJNHA_02311	manual_scaffold_1	2306234	2306962	-	729	18	25
IABCJNHA_02312	manual_scaffold_1	2307017	2308303	-	1287	466	256
IABCJNHA_02313	manual_scaffold_1	2308300	2309580	-	1281	337	234
IABCJNHA_02314	manual_scaffold_1	2309760	2310968	-	1209	28	98
IABCJNHA_02315	manual_scaffold_1	2311107	2311832	-	726	331	367
IABCJNHA_02316	manual_scaffold_1	2311976	2314339	-	2364	390	476
IABCJNHA_02317	manual_scaffold_1	2314470	2314682	-	213	0	8
IABCJNHA_02318	manual_scaffold_1	2314679	2315416	-	738	6	43
IABCJNHA_02319	manual_scaffold_1	2315532	2317199	-	1668	1058	1185
IABCJNHA_02320	manual_scaffold_1	2317377	2318249	-	873	931	697
IABCJNHA_02321	manual_scaffold_1	2318280	2319494	-	1215	548	518
IABCJNHA_02322	manual_scaffold_1	2319586	2320626	-	1041	1419	613
IABCJNHA_02323	manual_scaffold_1	2320752	2321354	-	603	0	6
IABCJNHA_02324	manual_scaffold_1	2321357	2322250	-	894	2	12
IABCJNHA_02325	manual_scaffold_1	2322436	2322693	-	258	3	107
IABCJNHA_02326	manual_scaffold_1	2322771	2324000	-	1230	161	1169
IABCJNHA_02327	manual_scaffold_1	2324040	2324939	-	900	231	1207
IABCJNHA_02328	manual_scaffold_1	2325115	2327232	-	2118	3619	2953
IABCJNHA_02329	manual_scaffold_1	2327405	2327674	-	270	1463	775
IABCJNHA_02330	manual_scaffold_1	2327831	2328781	-	951	359	869
IABCJNHA_02331	manual_scaffold_1	2328800	2329729	-	930	189	892
IABCJNHA_02332	manual_scaffold_1	2329811	2330164	-	354	428	741
IABCJNHA_02333	manual_scaffold_1	2330181	2330459	-	279	421	698
IABCJNHA_02334	manual_scaffold_1	2330456	2332606	-	2151	2911	4580
IABCJNHA_02335	manual_scaffold_1	2332626	2332928	-	303	360	574
IABCJNHA_02336	manual_scaffold_1	2332930	2333205	-	276	482	833
IABCJNHA_02337	manual_scaffold_1	2333219	2334334	-	1116	1079	1820
IABCJNHA_02338	manual_scaffold_1	2334369	2334839	-	471	360	698
IABCJNHA_02339	manual_scaffold_1	2335169	2339533	-	4365	706	4439
IABCJNHA_02340	manual_scaffold_1	2339591	2341285	-	1695	977	1967
IABCJNHA_02341	manual_scaffold_1	2341318	2342580	-	1263	620	1142
IABCJNHA_02342	manual_scaffold_1	2342593	2343744	-	1152	381	750
IABCJNHA_02343	manual_scaffold_1	2343806	2344606	-	801	138	310
IABCJNHA_02344	manual_scaffold_1	2344619	2345401	-	783	250	559
IABCJNHA_02345	manual_scaffold_1	2345532	2346089	-	558	687	1104
IABCJNHA_02346	manual_scaffold_1	2346091	2346813	-	723	789	1176
IABCJNHA_02347	manual_scaffold_1	2346959	2347840	-	882	3124	2566
IABCJNHA_02348	manual_scaffold_1	2347942	2348682	-	741	2718	1574
IABCJNHA_02349	manual_scaffold_1	2348826	2349329	-	504	644	586
IABCJNHA_02350	manual_scaffold_1	2349358	2350122	-	765	476	456
IABCJNHA_02351	manual_scaffold_1	2350145	2350645	-	501	445	450
IABCJNHA_02352	manual_scaffold_1	2350642	2351271	-	630	701	603
IABCJNHA_02353	manual_scaffold_1	2351290	2351760	-	471	586	520
IABCJNHA_02354	manual_scaffold_1	2351782	2353800	-	2019	2054	1556
IABCJNHA_02355	manual_scaffold_1	2353806	2354879	-	1074	701	383
IABCJNHA_02356	manual_scaffold_1	2354881	2355771	-	891	490	312
IABCJNHA_02357	manual_scaffold_1	2355768	2356868	-	1101	616	383
IABCJNHA_02358	manual_scaffold_1	2356868	2358901	-	2034	1340	738
IABCJNHA_02359	manual_scaffold_1	2358934	2360016	-	1083	951	435
IABCJNHA_02360	manual_scaffold_1	2360016	2360795	-	780	427	172
IABCJNHA_02361	manual_scaffold_1	2360803	2361072	-	270	141	58
IABCJNHA_02362	manual_scaffold_1	2361087	2361752	-	666	494	197
IABCJNHA_02363	manual_scaffold_1	2361745	2362404	-	660	845	414
IABCJNHA_02364	manual_scaffold_1	2362419	2362781	-	363	787	436
IABCJNHA_02365	manual_scaffold_1	2362807	2363943	-	1137	1332	751
IABCJNHA_02366	manual_scaffold_1	2363933	2364931	-	999	951	297
IABCJNHA_02367	manual_scaffold_1	2364965	2365387	-	423	241	83
IABCJNHA_02368	manual_scaffold_1	2365639	2366433	-	795	473	273
IABCJNHA_02369	manual_scaffold_1	2366455	2366877	-	423	420	140
IABCJNHA_02370	manual_scaffold_1	2366874	2368337	-	1464	1349	378
IABCJNHA_02371	manual_scaffold_1	2368350	2368964	-	615	730	156
IABCJNHA_02372	manual_scaffold_1	2368976	2369419	-	444	299	63
IABCJNHA_02373	manual_scaffold_1	2369422	2370738	-	1317	1065	277
IABCJNHA_02374	manual_scaffold_1	2370735	2371496	-	762	548	174
IABCJNHA_02375	manual_scaffold_1	2371480	2372496	-	1017	811	239
IABCJNHA_02376	manual_scaffold_1	2372509	2374119	-	1611	1173	287
IABCJNHA_02377	manual_scaffold_1	2374165	2374485	-	321	140	49
IABCJNHA_02378	manual_scaffold_1	2374496	2374948	-	453	327	77
IABCJNHA_02379	manual_scaffold_1	2374948	2375337	-	390	191	49
IABCJNHA_02380	manual_scaffold_1	2375717	2376496	-	780	763	883
IABCJNHA_02381	manual_scaffold_1	2376536	2377939	-	1404	1319	1537
IABCJNHA_02382	manual_scaffold_1	2377956	2378501	-	546	577	591
IABCJNHA_02383	manual_scaffold_1	2378514	2379428	-	915	506	548
IABCJNHA_02384	manual_scaffold_1	2379496	2380803	-	1308	118	329
IABCJNHA_02385	manual_scaffold_1	2380879	2382954	-	2076	745	559
IABCJNHA_02386	manual_scaffold_1	2383142	2384035	-	894	74	72
IABCJNHA_02387	manual_scaffold_1	2384096	2384998	-	903	7804	4138
IABCJNHA_02388	manual_scaffold_1	2385027	2386184	-	1158	9282	4398
IABCJNHA_02389	manual_scaffold_1	2386357	2386638	-	282	53	70
IABCJNHA_02390	manual_scaffold_1	2386635	2388365	-	1731	233	281
IABCJNHA_02391	manual_scaffold_1	2388397	2389164	-	768	125	155
IABCJNHA_02392	manual_scaffold_1	2389235	2390083	-	849	245	296
IABCJNHA_02393	manual_scaffold_1	2390226	2390573	-	348	8232	4104
IABCJNHA_02394	manual_scaffold_1	2390713	2391444	-	732	210	237
IABCJNHA_02395	manual_scaffold_1	2391441	2391965	-	525	239	266
IABCJNHA_02396	manual_scaffold_1	2391970	2392356	-	387	135	124
IABCJNHA_02397	manual_scaffold_1	2392478	2392723	-	246	983	474
IABCJNHA_02398	manual_scaffold_1	2392723	2392995	-	273	1535	699
IABCJNHA_02399	manual_scaffold_1	2393101	2394441	-	1341	1933	421
IABCJNHA_02400	manual_scaffold_1	2394455	2394787	-	333	576	131
IABCJNHA_02401	manual_scaffold_1	2394964	2395449	+	486	280	236
IABCJNHA_02402	manual_scaffold_1	2395486	2396475	-	990	355	686
IABCJNHA_02403	manual_scaffold_1	2396495	2400055	-	3561	915	1444
IABCJNHA_02404	manual_scaffold_1	2400156	2400905	-	750	425	144
IABCJNHA_02405	manual_scaffold_1	2401045	2401278	-	234	2760	1567
IABCJNHA_02406	manual_scaffold_1	2401362	2402102	-	741	1262	214
IABCJNHA_02407	manual_scaffold_1	2402095	2403048	-	954	1695	323
IABCJNHA_02408	manual_scaffold_1	2403067	2404068	-	1002	1057	204
IABCJNHA_02409	manual_scaffold_1	2404082	2404648	-	567	613	157
IABCJNHA_02410	manual_scaffold_1	2404757	2406805	-	2049	219	238
IABCJNHA_02411	manual_scaffold_1	2406783	2407685	-	903	278	267
IABCJNHA_02412	manual_scaffold_1	2407711	2408373	-	663	114	124
IABCJNHA_02413	manual_scaffold_1	2408512	2410173	-	1662	1483	884
IABCJNHA_02414	manual_scaffold_1	2410189	2410551	-	363	531	247
IABCJNHA_02415	manual_scaffold_1	2410828	2411016	+	189	787	543
IABCJNHA_02416	manual_scaffold_1	2411241	2411885	-	645	102	314
IABCJNHA_02417	manual_scaffold_1	2411958	2412611	-	654	175	274
IABCJNHA_02418	manual_scaffold_1	2412616	2413512	-	897	527	1065
IABCJNHA_02419	manual_scaffold_1	2413527	2415473	-	1947	1056	2295
IABCJNHA_02420	manual_scaffold_1	2415467	2416231	-	765	441	893
IABCJNHA_02421	manual_scaffold_1	2416238	2417329	-	1092	387	847
IABCJNHA_02422	manual_scaffold_1	2417333	2418676	-	1344	415	997
IABCJNHA_02423	manual_scaffold_1	2418663	2419616	-	954	381	995
IABCJNHA_02424	manual_scaffold_1	2419621	2420103	-	483	103	313
IABCJNHA_02425	manual_scaffold_1	2420130	2422547	-	2418	246	1352
IABCJNHA_02426	manual_scaffold_1	2422544	2423764	-	1221	119	496
IABCJNHA_02427	manual_scaffold_1	2423845	2424048	-	204	463	319
IABCJNHA_02428	manual_scaffold_1	2424052	2424666	-	615	858	594
IABCJNHA_02429	manual_scaffold_1	2424674	2424943	-	270	241	203
IABCJNHA_02430	manual_scaffold_1	2425020	2425895	-	876	355	300
IABCJNHA_02431	manual_scaffold_1	2425978	2428650	-	2673	6	19
IABCJNHA_02432	manual_scaffold_1	2428772	2430484	+	1713	306	207
IABCJNHA_02433	manual_scaffold_1	2430524	2431012	-	489	81	65
IABCJNHA_02434	manual_scaffold_1	2430993	2431778	-	786	87	55
IABCJNHA_02435	manual_scaffold_1	2431781	2432554	-	774	64	54
IABCJNHA_02436	manual_scaffold_1	2432653	2433246	-	594	34	23
IABCJNHA_02437	manual_scaffold_1	2433259	2434407	-	1149	47	66
IABCJNHA_02438	manual_scaffold_1	2434456	2435520	-	1065	63	35
IABCJNHA_02439	manual_scaffold_1	2435532	2436233	-	702	137	42
IABCJNHA_02440	manual_scaffold_1	2436446	2436607	-	162	3	3
IABCJNHA_02441	manual_scaffold_1	2436645	2437277	-	633	94	83
IABCJNHA_02442	manual_scaffold_1	2437274	2437993	-	720	97	59
IABCJNHA_02443	manual_scaffold_1	2437962	2438897	-	936	42	45
IABCJNHA_02444	manual_scaffold_1	2438897	2439667	-	771	93	50
IABCJNHA_02445	manual_scaffold_1	2439664	2442879	-	3216	350	142
IABCJNHA_02446	manual_scaffold_1	2442864	2443958	-	1095	109	58
IABCJNHA_02447	manual_scaffold_1	2443955	2445241	-	1287	54	47
IABCJNHA_02448	manual_scaffold_1	2445225	2446139	-	915	50	35
IABCJNHA_02449	manual_scaffold_1	2446285	2447622	-	1338	120	59
IABCJNHA_02450	manual_scaffold_1	2447766	2448311	-	546	90	83
IABCJNHA_02451	manual_scaffold_1	2448494	2449405	-	912	140	88
IABCJNHA_02452	manual_scaffold_1	2449407	2449871	-	465	43	23
IABCJNHA_02453	manual_scaffold_1	2449974	2450348	-	375	2	0
IABCJNHA_02454	manual_scaffold_1	2450493	2453258	-	2766	1569	453
IABCJNHA_02455	manual_scaffold_1	2453600	2454094	-	495	829	553
IABCJNHA_02456	manual_scaffold_1	2454188	2454961	-	774	229	244
IABCJNHA_02457	manual_scaffold_1	2455022	2455294	-	273	144	103
IABCJNHA_02458	manual_scaffold_1	2455301	2455756	-	456	516	300
IABCJNHA_02459	manual_scaffold_1	2455753	2456445	-	693	586	397
IABCJNHA_02460	manual_scaffold_1	2456452	2457288	-	837	523	259
IABCJNHA_02461	manual_scaffold_1	2457451	2457696	-	246	7	7
IABCJNHA_02462	manual_scaffold_1	2457779	2459059	-	1281	2	8
IABCJNHA_02463	manual_scaffold_1	2459261	2460055	-	795	53	15
IABCJNHA_02464	manual_scaffold_1	2460203	2460985	-	783	16	16
IABCJNHA_02465	manual_scaffold_1	2461125	2461844	-	720	1	0
IABCJNHA_02466	manual_scaffold_1	2461907	2462863	-	957	0	0
IABCJNHA_02467	manual_scaffold_1	2463031	2467332	-	4302	40	118
IABCJNHA_02468	manual_scaffold_1	2467635	2468783	-	1149	1521	1237
IABCJNHA_02469	manual_scaffold_1	2468819	2470141	-	1323	1504	939
IABCJNHA_02470	manual_scaffold_1	2470315	2470680	-	366	226	104
IABCJNHA_02471	manual_scaffold_1	2470698	2471291	-	594	242	129
IABCJNHA_02472	manual_scaffold_1	2471428	2472123	-	696	119	89
IABCJNHA_02473	manual_scaffold_1	2472120	2472911	-	792	139	96
IABCJNHA_02474	manual_scaffold_1	2473041	2473952	-	912	154	134
IABCJNHA_02475	manual_scaffold_1	2473984	2475075	-	1092	137	90
IABCJNHA_02476	manual_scaffold_1	2475198	2476223	-	1026	207	37
IABCJNHA_02477	manual_scaffold_1	2476359	2477714	-	1356	330	125
IABCJNHA_02478	manual_scaffold_1	2477715	2478689	-	975	268	110
IABCJNHA_02479	manual_scaffold_1	2478801	2480285	-	1485	528	213
IABCJNHA_02480	manual_scaffold_1	2480461	2482401	-	1941	14	32
IABCJNHA_02481	manual_scaffold_1	2482518	2484659	-	2142	701	1191
IABCJNHA_02482	manual_scaffold_1	2484665	2485018	-	354	279	137
IABCJNHA_02483	manual_scaffold_1	2485058	2485993	-	936	885	489
IABCJNHA_02484	manual_scaffold_1	2486063	2486509	-	447	470	282
IABCJNHA_02485	manual_scaffold_1	2486620	2488239	-	1620	382	230
IABCJNHA_02486	manual_scaffold_1	2488310	2489206	-	897	54	34
IABCJNHA_02487	manual_scaffold_1	2489366	2489848	+	483	298	72
IABCJNHA_02488	manual_scaffold_1	2489905	2490486	-	582	7	54
IABCJNHA_02489	manual_scaffold_1	2490632	2490811	-	180	1618	1100
IABCJNHA_02490	manual_scaffold_1	2490833	2491351	-	519	1938	936
IABCJNHA_02491	manual_scaffold_1	2491379	2491564	+	186	0	2
IABCJNHA_02492	manual_scaffold_1	2491561	2492808	+	1248	38	6
IABCJNHA_02493	manual_scaffold_1	2492825	2493850	-	1026	227	205
IABCJNHA_02494	manual_scaffold_1	2493852	2494634	-	783	58	90
IABCJNHA_02495	manual_scaffold_1	2494815	2496041	+	1227	6	0
IABCJNHA_02496	manual_scaffold_1	2496052	2496537	-	486	84	44
IABCJNHA_02497	manual_scaffold_1	2496542	2497096	-	555	135	102
IABCJNHA_02498	manual_scaffold_1	2497419	2497670	-	252	61	49
IABCJNHA_02499	manual_scaffold_1	2497746	2498195	-	450	118	93
IABCJNHA_02500	manual_scaffold_1	2498311	2498550	-	240	1	0
IABCJNHA_02501	manual_scaffold_1	2498566	2498964	-	399	3	0
IABCJNHA_02502	manual_scaffold_1	2499196	2500281	-	1086	55	18
IABCJNHA_02503	manual_scaffold_1	2500320	2500766	-	447	15	10
IABCJNHA_02504	manual_scaffold_1	2500906	2501268	+	363	140	98
IABCJNHA_02505	manual_scaffold_1	2501300	2502193	-	894	153	61
IABCJNHA_02506	manual_scaffold_1	2502220	2502552	-	333	103	51
IABCJNHA_02507	manual_scaffold_1	2502555	2503178	-	624	138	60
IABCJNHA_02508	manual_scaffold_1	2503178	2505046	-	1869	334	106
IABCJNHA_02509	manual_scaffold_1	2505079	2506149	-	1071	219	47
IABCJNHA_02510	manual_scaffold_1	2506389	2507306	-	918	809	229
IABCJNHA_02511	manual_scaffold_1	2507661	2508581	+	921	342	24
IABCJNHA_02512	manual_scaffold_1	2508984	2512430	-	3447	3105	3244
IABCJNHA_02513	manual_scaffold_1	2512505	2513716	-	1212	80	126
IABCJNHA_02514	manual_scaffold_1	2513922	2514203	-	282	236	88
IABCJNHA_02515	manual_scaffold_1	2514301	2515230	-	930	14	7
IABCJNHA_02516	manual_scaffold_1	2515333	2515818	+	486	234	163
IABCJNHA_02517	manual_scaffold_1	2515822	2517150	-	1329	6	24
IABCJNHA_02518	manual_scaffold_1	2517305	2517934	+	630	6	10
IABCJNHA_02519	manual_scaffold_1	2518020	2518226	+	207	138	100
IABCJNHA_02520	manual_scaffold_1	2518282	2518599	-	318	291	410
IABCJNHA_02521	manual_scaffold_1	2518656	2520494	-	1839	1652	2113
IABCJNHA_02522	manual_scaffold_1	2520607	2520795	+	189	17	16
IABCJNHA_02523	manual_scaffold_1	2521068	2521679	+	612	4	20
IABCJNHA_02524	manual_scaffold_1	2521719	2522012	-	294	24	15
IABCJNHA_02525	manual_scaffold_1	2522009	2522530	-	522	27	19
IABCJNHA_02526	manual_scaffold_1	2522530	2522799	-	270	7	0
IABCJNHA_02527	manual_scaffold_1	2522789	2524720	-	1932	30	13
IABCJNHA_02528	manual_scaffold_1	2525014	2526579	+	1566	64	84
IABCJNHA_02529	manual_scaffold_1	2526931	2527845	+	915	36	100
IABCJNHA_02530	manual_scaffold_1	2527923	2528390	-	468	83	35
IABCJNHA_02531	manual_scaffold_1	2528377	2529174	-	798	124	67
IABCJNHA_02532	manual_scaffold_1	2529314	2529559	-	246	6	3
IABCJNHA_02533	manual_scaffold_1	2529742	2530380	+	639	144	156
IABCJNHA_02534	manual_scaffold_1	2530413	2530679	-	267	109	91
IABCJNHA_02535	manual_scaffold_1	2530864	2532336	+	1473	76	77
IABCJNHA_02536	manual_scaffold_1	2532914	2533396	+	483	0	5
IABCJNHA_02537	manual_scaffold_1	2533341	2534753	-	1413	4253	2459
IABCJNHA_02538	manual_scaffold_1	2534758	2536086	-	1329	6278	2953
IABCJNHA_02539	manual_scaffold_1	2536201	2537178	-	978	2075	834
IABCJNHA_02540	manual_scaffold_1	2537182	2538297	-	1116	4675	1869
IABCJNHA_02541	manual_scaffold_1	2538721	2539392	-	672	82	36
IABCJNHA_02542	manual_scaffold_1	2539606	2539764	+	159	0	0
IABCJNHA_02543	manual_scaffold_1	2539874	2540428	+	555	138	106
IABCJNHA_02544	manual_scaffold_1	2540464	2541285	-	822	90	44
IABCJNHA_02545	manual_scaffold_1	2541623	2541832	+	210	302	256
IABCJNHA_02546	manual_scaffold_1	2541838	2543505	+	1668	1741	1651
IABCJNHA_02547	manual_scaffold_1	2543539	2545272	-	1734	231	418
IABCJNHA_02548	manual_scaffold_1	2545427	2546092	-	666	272	216
IABCJNHA_02549	manual_scaffold_1	2546155	2546988	-	834	248	188
IABCJNHA_02550	manual_scaffold_1	2547004	2548290	-	1287	246	205
IABCJNHA_02551	manual_scaffold_1	2548480	2548758	-	279	213	116
