,Geneid,Chr,Start,End,Strand,Length,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238,pseudo_ref
1794,FGBKPADF_01804,manual_scaffold_1,1774933,1776360,+,1428,2088.95,2517.74,3857.19,5920.47,1968.73,2343.19,3996.13,5367.77,1802.92,2664.95,4337.58,5890.63,3076.58
1795,FGBKPADF_01805,manual_scaffold_1,1776501,1777907,+,1407,4422.28,2936.42,2775.46,3123.71,4479.35,2968.19,2738.42,2674.77,4473.89,3027.00,3198.78,3213.35,3375.67
1796,FGBKPADF_01806,manual_scaffold_1,1777925,1779244,+,1320,5380.99,3712.92,3146.04,2736.37,5040.22,3371.98,2895.48,2658.38,5252.56,3623.92,3320.64,2952.23,3807.42
1797,FGBKPADF_01807,manual_scaffold_1,1779344,1779559,+,216,0.78,12.98,5.22,19.15,6.07,9.09,16.79,14.58,4.03,8.48,13.06,12.29,9.00
1798,FGBKPADF_01808,manual_scaffold_1,1779660,1780304,+,645,10.97,27.59,30.01,19.15,8.35,15.15,50.36,40.09,13.69,30.52,50.77,23.04,23.50
1799,FGBKPADF_01809,manual_scaffold_1,1780417,1780866,+,450,1975.38,2830.12,3708.44,5131.07,2113.69,2825.00,3192.83,5415.14,2148.37,3233.04,4115.62,5660.23,3124.00
1800,FGBKPADF_01810,manual_scaffold_1,1780991,1781218,+,228,451.16,728.63,1009.97,1269.51,480.42,783.33,911.21,1127.85,446.10,765.65,1128.64,1350.16,772.50
1801,FGBKPADF_01811,manual_scaffold_1,1781226,1782116,+,891,3420.49,2837.43,2787.20,3266.57,3359.14,2699.25,2758.80,3113.89,2989.84,2924.41,3069.67,3844.65,2999.83
1802,FGBKPADF_01812,manual_scaffold_1,1782277,1783461,+,1185,5077.08,3072.73,2872.02,2594.99,5188.98,3141.67,2418.30,2716.68,4911.14,3406.01,2860.77,2927.65,3559.83
1803,FGBKPADF_01813,manual_scaffold_1,1783474,1784289,+,816,4029.08,3001.33,2544.49,2652.43,3859.29,2576.52,2305.60,2521.72,3698.45,2737.02,2637.36,2572.83,2975.08
1804,FGBKPADF_01814,manual_scaffold_1,1784444,1785613,+,1170,14.88,41.38,84.82,73.64,28.84,48.48,57.55,89.28,22.55,42.39,52.23,46.08,44.00
1805,FGBKPADF_01815,manual_scaffold_1,1785709,1786062,+,354,656.37,547.69,562.40,265.10,729.36,569.70,515.55,258.73,681.23,595.23,573.02,279.56,544.50
1806,FGBKPADF_01816,manual_scaffold_1,1786059,1786499,+,441,1059.75,981.78,966.91,459.50,1202.94,976.52,838.07,524.75,1155.51,1037.83,844.30,474.63,918.92
1807,FGBKPADF_01817,manual_scaffold_1,1786511,1787278,+,768,2098.35,2062.55,2004.28,1010.31,2333.03,1943.19,1720.51,967.51,2295.73,1875.55,1733.58,913.93,1825.08
1808,FGBKPADF_01818,manual_scaffold_1,1787403,1788023,+,621,3.13,8.11,5.22,8.84,1.52,19.70,23.98,5.47,3.22,10.17,15.96,12.29,9.17
1809,FGBKPADF_01819,manual_scaffold_1,1788013,1788438,+,426,0.00,1.62,6.52,0.00,0.00,5.30,2.40,12.75,0.81,3.39,7.25,0.00,2.75
1810,FGBKPADF_01820,manual_scaffold_1,1788451,1788903,+,453,7.05,18.66,24.79,10.31,7.59,18.18,52.75,38.26,16.10,16.96,21.76,18.43,18.67
1811,FGBKPADF_01821,manual_scaffold_1,1788916,1789932,+,1017,18.80,40.57,65.24,22.09,25.05,53.03,82.73,60.13,40.26,34.76,63.83,26.11,41.33
1812,FGBKPADF_01822,manual_scaffold_1,1789934,1790284,+,351,9.40,30.02,22.18,26.51,11.38,33.33,22.78,23.69,19.33,28.83,27.56,10.75,21.58
1813,FGBKPADF_01823,manual_scaffold_1,1790292,1790903,+,612,140.20,158.22,156.58,131.07,111.57,145.45,172.65,112.97,113.54,119.55,129.11,99.84,130.33
1814,FGBKPADF_01824,manual_scaffold_1,1790854,1792335,+,1482,570.21,564.73,435.83,458.03,513.05,442.42,568.31,415.43,486.36,523.15,465.67,370.18,484.50
1815,FGBKPADF_01825,manual_scaffold_1,1792435,1793760,+,1326,5012.86,6005.90,5099.43,9453.60,4644.05,5978.80,5263.43,9305.23,5867.76,5527.46,7247.67,6560.33,5892.50
1816,FGBKPADF_01826,manual_scaffold_1,1793790,1794662,-,873,6547.26,5236.70,7465.15,5138.43,5934.27,5168.95,6987.53,5025.22,5711.54,5151.84,6660.14,4202.55,5645.58
1817,FGBKPADF_01827,manual_scaffold_1,1794916,1795347,+,432,5886.97,5349.49,5634.42,4681.88,6010.92,5269.71,4942.11,3983.01,5741.33,5413.84,5347.26,3967.53,5214.50
1818,FGBKPADF_01828,manual_scaffold_1,1795483,1795695,-,213,9.40,5.68,18.27,27.98,3.04,79.55,91.12,65.59,71.67,2.54,5.80,4.61,31.00
1819,FGBKPADF_01829,manual_scaffold_1,1796361,1796564,+,204,8.62,14.60,15.66,10.31,31.12,15.15,8.39,5.47,20.13,20.35,10.15,26.11,16.00
1820,FGBKPADF_01830,manual_scaffold_1,1796542,1796931,+,390,15.67,23.53,24.79,26.51,33.39,29.55,11.99,12.75,27.38,36.46,18.86,49.15,25.67
1821,FGBKPADF_01831,manual_scaffold_1,1797185,1797391,+,207,289.02,212.58,137.01,129.60,303.58,176.52,153.47,96.57,305.18,273.87,113.15,142.85,209.25
1822,FGBKPADF_01832,manual_scaffold_1,1797837,1798391,+,555,1372.27,1132.70,822.07,729.01,1457.19,990.91,818.89,701.49,1372.93,1115.84,867.52,824.84,1060.42
1823,FGBKPADF_01833,manual_scaffold_1,1798626,1798970,+,345,484.05,446.26,339.27,225.33,429.57,392.42,290.15,267.84,325.32,400.21,194.39,201.22,349.58
1824,FGBKPADF_01834,manual_scaffold_1,1799364,1800449,+,1086,3122.07,2951.02,1645.44,1487.48,3208.86,2776.52,1565.84,2004.26,3056.68,2607.29,1646.54,1574.42,2435.33
1825,FGBKPADF_01835,manual_scaffold_1,1800460,1801107,+,648,2034.12,1945.71,1220.05,988.22,2043.87,1803.79,1201.36,1220.78,1822.25,1680.54,1208.43,1024.52,1591.00
1826,FGBKPADF_01836,manual_scaffold_1,1801122,1802318,+,1197,5182.04,5049.27,3752.80,3117.82,5554.03,5013.64,3611.26,3389.02,4769.41,4780.46,3596.27,3029.03,4387.67
1827,FGBKPADF_01837,manual_scaffold_1,1802351,1802815,+,465,2117.93,2225.64,1743.30,1402.06,2262.45,2288.64,1606.60,1300.95,1821.44,2287.63,1549.34,1302.54,1888.92
1828,FGBKPADF_01838,manual_scaffold_1,1802928,1803302,+,375,2750.80,2412.26,1809.85,1625.92,2910.59,2079.55,1691.73,1505.02,2757.93,2421.60,1885.90,1680.40,2205.67
1829,FGBKPADF_01839,manual_scaffold_1,1803316,1803840,-,525,168.40,175.26,113.52,136.97,198.85,136.36,137.88,111.15,204.53,150.93,111.70,162.82,153.67
1830,FGBKPADF_01840,manual_scaffold_1,1804091,1804876,+,786,1787.40,2412.26,1975.57,2455.08,1943.68,2234.85,1827.21,2580.03,1794.87,2464.00,2200.70,2817.06,2114.42
1831,FGBKPADF_01841,manual_scaffold_1,1804866,1805459,+,594,1129.46,1575.72,1355.76,1583.21,1386.61,1615.91,1243.32,1698.15,1272.27,1658.49,1405.72,1740.31,1422.08
1832,FGBKPADF_01842,manual_scaffold_1,1805514,1806053,+,540,1014.32,1236.56,1190.04,1238.58,1061.78,1257.58,1177.38,1419.38,963.87,1365.97,1296.92,1277.97,1160.50
1833,FGBKPADF_01843,manual_scaffold_1,1806176,1807324,+,1149,152.74,296.16,289.68,266.57,122.19,306.06,276.96,260.55,136.89,329.83,311.90,290.31,238.75
1834,FGBKPADF_01844,manual_scaffold_1,1807312,1807902,+,591,49.35,108.73,92.65,61.86,51.61,100.76,113.90,63.77,56.37,96.66,94.30,119.81,80.67
1835,FGBKPADF_01845,manual_scaffold_1,1807907,1808443,+,537,28.98,67.35,63.94,55.96,24.29,51.52,61.15,36.44,40.26,72.07,59.48,61.44,49.50
1836,FGBKPADF_01846,manual_scaffold_1,1808535,1809269,+,735,2343.51,1698.24,1400.12,1306.33,2306.46,1603.79,1370.41,1667.18,2168.50,1797.55,1427.48,1259.53,1739.67
1837,FGBKPADF_01847,manual_scaffold_1,1809364,1809903,+,540,6439.17,3364.02,2590.16,1377.02,6418.48,3192.43,2439.88,1812.94,6381.50,2948.99,2479.24,1923.09,3779.33
1838,FGBKPADF_01848,manual_scaffold_1,1809900,1811528,+,1629,21481.65,12536.77,8546.89,4957.29,22418.78,11318.96,8133.73,5008.83,21430.56,9655.03,8042.65,5204.03,12811.58
1839,FGBKPADF_01849,manual_scaffold_1,1811548,1812723,+,1176,8665.97,5334.88,3356.12,1807.07,8530.66,4323.49,3134.08,1752.82,7871.99,3977.50,2875.28,1820.18,4966.25
1840,FGBKPADF_01850,manual_scaffold_1,1812804,1813526,+,723,10866.15,6901.67,4856.72,3029.45,10787.03,6059.10,4559.64,3356.22,9695.04,6103.18,4820.66,2943.01,6707.58
1841,FGBKPADF_01851,manual_scaffold_1,1813523,1815292,+,1770,15167.02,11407.32,8040.60,4667.15,16356.24,9766.68,7684.12,4739.16,13556.15,9529.54,7494.29,4529.72,10199.67
1842,FGBKPADF_01852,manual_scaffold_1,1815496,1816080,+,585,3136.17,3523.05,3123.86,2625.92,3431.24,3381.07,3251.58,2201.04,3526.13,3434.84,3387.37,2572.83,3155.58
1843,FGBKPADF_01853,manual_scaffold_1,1816019,1817122,+,1104,4058.85,4319.83,4439.16,3696.61,4052.82,4484.10,4382.19,3379.91,4130.86,4519.30,4253.44,3480.62,4070.42
1844,FGBKPADF_01854,manual_scaffold_1,1817234,1818001,+,768,1355.04,2748.99,3332.63,3322.53,1471.61,2764.40,3520.14,3031.90,1311.73,2857.42,3422.19,3253.29,2466.00
1845,FGBKPADF_01855,manual_scaffold_1,1818044,1819621,-,1578,17819.92,15869.14,16629.24,17306.32,16466.29,13693.96,13148.98,13186.20,15404.17,16662.92,16706.20,17211.08,15523.58
1846,FGBKPADF_01856,manual_scaffold_1,1820118,1820690,+,573,991.61,580.95,422.78,684.83,1050.39,562.88,270.96,577.59,1194.17,436.67,384.43,615.94,675.42
1847,FGBKPADF_01857,manual_scaffold_1,1820730,1820978,-,249,2482.15,2680.83,3681.03,3656.84,2357.31,2522.73,3184.43,3046.47,2256.27,2848.94,3890.76,3216.42,2789.92
1848,FGBKPADF_01858,manual_scaffold_1,1821244,1822302,+,1059,1787.40,2311.65,2334.41,2692.19,1941.41,2198.49,2632.91,2421.51,1727.23,2422.45,2796.94,3377.70,2238.50
1849,FGBKPADF_01859,manual_scaffold_1,1822295,1823785,+,1491,3769.04,3967.69,4081.63,4592.04,4244.84,4166.67,3954.16,4072.29,3787.03,4659.21,4328.87,5230.14,4096.75
1850,FGBKPADF_01860,manual_scaffold_1,1823812,1824414,+,603,2211.14,2004.94,2128.24,2156.11,2152.40,2201.52,2134.15,1935.02,1943.84,2376.66,2383.49,2457.63,2119.42
1851,FGBKPADF_01861,manual_scaffold_1,1824365,1825087,+,723,4003.24,4271.96,4240.82,4248.89,3795.53,3915.16,4069.26,4030.38,3516.47,4280.20,4513.11,4640.31,3986.08
1852,FGBKPADF_01862,manual_scaffold_1,1825150,1825593,+,444,543.58,892.53,798.58,904.27,553.28,811.36,850.06,778.02,508.91,851.29,774.67,998.41,731.33
1853,FGBKPADF_01863,manual_scaffold_1,1825679,1826458,+,780,490.32,744.04,790.75,799.70,475.11,764.40,1010.72,754.33,443.69,948.80,928.44,953.87,709.58
1854,FGBKPADF_01864,manual_scaffold_1,1826617,1827201,+,585,2402.25,2198.86,2241.76,2754.05,2336.06,2192.43,2179.71,2838.76,2460.00,2450.43,2395.10,3116.58,2361.50
1855,FGBKPADF_01865,manual_scaffold_1,1827357,1828640,+,1284,21951.61,18429.08,18769.23,15391.74,20961.58,17483.36,19567.00,17528.16,21184.96,18402.81,20347.44,15111.35,18674.00
1856,FGBKPADF_01866,manual_scaffold_1,1828749,1829723,+,975,3252.87,5334.07,7551.27,8572.89,3242.26,4908.34,7921.52,8618.31,3093.72,5100.96,8302.32,8357.47,5453.75
1857,FGBKPADF_01867,manual_scaffold_1,1829843,1830499,+,657,1376.97,1660.10,2364.42,2883.65,1488.31,1527.28,2355.95,2716.68,1181.28,1787.37,2672.18,3130.40,1871.83
1858,FGBKPADF_01868,manual_scaffold_1,1830638,1831555,+,918,7.83,34.89,23.49,41.24,12.90,34.85,50.36,72.88,20.13,22.89,47.87,62.98,30.83
1859,FGBKPADF_01869,manual_scaffold_1,1831590,1832942,+,1353,221.66,364.31,383.63,564.06,279.30,384.85,472.39,466.45,266.53,436.67,410.55,542.21,368.08
1860,FGBKPADF_01870,manual_scaffold_1,1833035,1833688,+,654,2989.70,2457.70,2280.91,2949.92,3204.31,2266.67,2126.95,2561.81,2869.06,2379.21,2286.29,2453.02,2544.42
1861,FGBKPADF_01871,manual_scaffold_1,1833733,1833909,+,177,430.79,341.59,348.40,407.95,473.59,349.24,269.77,371.70,427.58,355.27,339.46,351.75,370.17
1862,FGBKPADF_01872,manual_scaffold_1,1833988,1834662,+,675,7170.73,7032.31,7377.73,8531.66,7383.12,6619.71,6534.32,8567.30,7268.87,7582.77,7172.23,8615.53,7200.83
1863,FGBKPADF_01873,manual_scaffold_1,1834895,1836043,+,1149,32633.69,29702.51,37443.20,37842.38,31741.78,28705.35,33560.04,39861.07,32508.19,30154.70,36376.16,35483.55,32196.17
1864,FGBKPADF_01874,manual_scaffold_1,1836056,1837105,+,1050,5391.17,6986.87,9438.11,9421.20,5586.67,6956.07,9361.47,10996.09,5807.36,7442.86,9448.37,10208.38,7388.25
1865,FGBKPADF_01875,manual_scaffold_1,1837148,1837279,-,132,104.96,69.78,69.16,95.73,100.18,53.79,64.74,87.46,71.67,81.40,52.23,67.58,75.67
1866,FGBKPADF_01876,manual_scaffold_1,1837357,1837956,+,600,66.58,427.60,674.62,838.00,64.51,431.82,955.57,1140.61,56.37,512.13,890.73,1119.76,482.75
1867,FGBKPADF_01877,manual_scaffold_1,1837953,1838846,+,894,159.78,1052.37,1768.10,2017.67,175.32,1295.46,2388.33,2499.86,166.68,1253.20,2173.14,2572.83,1199.08
1868,FGBKPADF_01878,manual_scaffold_1,1838843,1839037,+,195,42.30,230.43,458.01,484.54,53.13,293.94,600.68,537.51,47.51,277.26,587.53,615.94,288.67
1869,FGBKPADF_01879,manual_scaffold_1,1839191,1840501,+,1311,6614.62,7761.75,9349.38,10356.40,5938.06,7740.16,10409.36,13266.37,6048.13,8341.64,10710.48,11369.61,8195.50
1870,FGBKPADF_01880,manual_scaffold_1,1840519,1841556,+,1038,5695.07,6543.85,8545.58,9544.91,5323.31,6709.10,9264.35,10790.20,5304.90,7422.51,9435.32,10185.34,7196.83
1871,FGBKPADF_01881,manual_scaffold_1,1841894,1842097,+,204,761.33,1112.41,1300.95,1832.10,696.72,1050.76,1457.93,1566.97,733.57,1367.66,1636.38,2164.25,1168.83
1872,FGBKPADF_01882,manual_scaffold_1,1842119,1842853,+,735,2128.90,3504.39,4120.77,5240.05,2069.67,3115.91,4317.45,4673.57,1901.97,3701.08,4920.76,6329.93,3416.58
1873,FGBKPADF_01883,manual_scaffold_1,1843034,1844512,+,1479,263.96,903.08,1535.83,1612.66,267.15,1205.31,1788.85,1847.56,501.66,953.04,1446.34,1855.51,1010.25
1874,FGBKPADF_01884,manual_scaffold_1,1844886,1845164,+,279,9720.24,10855.57,14948.57,18110.44,9405.73,10257.59,14255.61,17462.56,9499.37,10810.72,16252.13,17120.46,11987.08
1875,FGBKPADF_01885,manual_scaffold_1,1845352,1845924,+,573,3979.74,4972.19,7825.30,11494.83,4024.74,4858.34,7758.46,11544.53,3854.67,5268.00,8326.99,11638.41,6154.25
1876,FGBKPADF_01886,manual_scaffold_1,1845946,1846173,+,228,2563.61,3106.00,4663.60,6499.26,2534.15,2953.04,4509.28,6568.50,2503.48,3133.84,4884.49,6560.33,3677.83
1877,FGBKPADF_01887,manual_scaffold_1,1846328,1847092,+,765,6984.32,7646.53,9743.45,10594.98,6748.63,7294.71,10534.05,9840.91,6532.88,8023.67,10505.93,11007.11,8141.17
1878,FGBKPADF_01888,manual_scaffold_1,1847099,1847800,+,702,6405.49,7467.21,9810.00,10605.29,6619.61,7355.32,10103.62,10644.44,6049.74,8038.09,10259.31,11073.15,8006.17
1879,FGBKPADF_01889,manual_scaffold_1,1847742,1848788,+,1047,8719.24,10406.06,13750.70,13618.54,8537.49,10019.71,14088.96,13577.94,8204.55,11125.29,14446.02,14335.66,10835.08
1880,FGBKPADF_01890,manual_scaffold_1,1848907,1849353,+,447,15415.32,12890.54,13903.37,7191.45,15849.26,12928.81,13401.96,7231.73,15826.11,12912.66,13852.68,7233.11,12778.58
1881,FGBKPADF_01891,manual_scaffold_1,1849593,1850363,+,771,1364.44,1234.93,1083.04,845.36,1409.38,1145.46,1007.13,694.20,1335.89,1170.95,1172.16,748.04,1132.75
1882,FGBKPADF_01892,manual_scaffold_1,1850438,1851610,+,1173,4756.73,6667.18,8985.32,10253.30,4427.74,6373.50,8473.04,9250.57,4213.00,6746.74,8788.31,9812.08,6680.33
1883,FGBKPADF_01893,manual_scaffold_1,1851610,1852698,+,1089,5627.71,8033.56,10746.90,11742.26,5691.40,7790.16,10284.66,11380.55,5383.81,8045.72,11047.04,11670.67,8107.42
1884,FGBKPADF_01894,manual_scaffold_1,1852695,1853078,+,384,2207.22,2964.81,4538.33,4474.22,2216.15,3204.55,3789.91,3820.85,2108.91,3172.84,4500.05,4369.97,3142.00
1885,FGBKPADF_01895,manual_scaffold_1,1853294,1854841,+,1548,229.49,443.83,456.70,521.35,255.01,420.46,510.76,608.57,210.97,436.67,528.05,622.09,395.08
1886,FGBKPADF_01896,manual_scaffold_1,1854813,1855829,+,1017,150.39,191.49,211.39,201.77,174.56,190.15,260.17,245.98,115.95,227.24,274.18,258.05,194.08
1887,FGBKPADF_01897,manual_scaffold_1,1855822,1856571,+,750,79.89,105.48,140.93,110.46,103.22,110.61,141.48,118.43,73.28,133.97,219.05,133.63,113.92
1888,FGBKPADF_01898,manual_scaffold_1,1856576,1857223,+,648,123.75,186.62,217.91,189.99,153.31,170.45,219.41,200.43,144.94,238.26,237.91,175.11,178.58
1889,FGBKPADF_01899,manual_scaffold_1,1857204,1858406,+,1203,250.64,305.08,460.62,341.68,271.71,306.82,464.00,393.56,248.01,396.82,398.94,387.08,329.17
1890,FGBKPADF_01900,manual_scaffold_1,1858399,1859202,+,804,1170.19,1702.29,1830.73,2577.32,1121.74,1466.67,2015.45,1975.11,1066.94,1837.40,2207.96,3314.73,1674.67
1891,FGBKPADF_01901,manual_scaffold_1,1859213,1860295,+,1083,2284.77,3407.02,3544.02,5182.62,2213.11,2983.34,3612.46,4405.73,2178.16,3294.09,3810.97,5981.25,3228.92
1892,FGBKPADF_01902,manual_scaffold_1,1860344,1861459,+,1116,4181.82,5275.65,6365.15,6913.10,3965.54,4936.37,6129.08,6136.68,3733.88,5275.63,6500.56,7406.68,5149.67
1893,FGBKPADF_01903,manual_scaffold_1,1861470,1862756,+,1287,5496.91,7068.82,8502.52,9874.81,5134.33,6515.16,7899.94,9237.81,5040.78,6683.99,8762.19,9626.23,6868.75
1894,FGBKPADF_01904,manual_scaffold_1,1863092,1864363,+,1272,3607.69,3802.17,5340.83,7247.42,4297.96,3872.73,5449.27,7546.95,3763.67,4025.83,5892.72,6958.16,4648.50
1895,FGBKPADF_01905,manual_scaffold_1,1864435,1864974,+,540,3647.64,4056.13,5326.47,5954.34,4019.43,3976.52,5726.23,5619.21,3493.11,3625.62,4961.38,5305.41,4306.17
1896,FGBKPADF_01906,manual_scaffold_1,1865029,1865475,+,447,631.31,778.12,1196.56,886.60,788.55,946.97,1659.36,1269.97,737.60,888.60,1491.31,850.95,933.33
1897,FGBKPADF_01907,manual_scaffold_1,1865618,1866121,+,504,3942.92,3669.91,4407.85,3761.41,4615.21,3773.49,3879.83,3868.22,4297.55,3797.74,4362.24,3526.70,3919.08
1898,FGBKPADF_01908,manual_scaffold_1,1866123,1866797,+,675,6025.61,5189.64,5870.60,4306.33,6550.54,5223.49,5621.92,4812.04,6407.27,5349.40,6013.13,4377.65,5469.08
1899,FGBKPADF_01909,manual_scaffold_1,1866832,1867599,+,768,7888.20,7249.76,7701.33,5779.08,8211.89,6542.44,7945.50,6191.34,7752.01,6695.86,8039.75,5560.39,7083.25
1900,FGBKPADF_01910,manual_scaffold_1,1867710,1868303,+,594,581.96,1626.83,2241.76,2111.93,574.53,1371.97,2498.63,1984.22,497.64,1655.10,2627.21,2022.94,1444.92
1901,FGBKPADF_01911,manual_scaffold_1,1868372,1869166,+,795,1992.61,5257.80,7333.36,5973.48,1914.84,4612.13,7674.53,6082.02,1716.76,4729.58,7797.48,6076.49,4507.58
1902,FGBKPADF_01912,manual_scaffold_1,1869208,1870080,-,873,1343.29,1768.83,1745.91,1867.45,1347.90,1498.49,1532.27,1556.03,1172.42,1668.67,1784.35,1789.46,1517.17
1903,FGBKPADF_01913,manual_scaffold_1,1870220,1870555,+,336,1375.40,1868.63,2839.39,2989.69,1583.94,2175.00,2690.46,3583.98,1540.42,2172.32,3004.39,3065.89,2164.67
1904,FGBKPADF_01914,manual_scaffold_1,1870567,1871370,+,804,3068.02,3753.48,4997.65,6008.83,3104.13,3862.13,5655.49,7211.69,3061.51,3767.22,5406.74,5455.94,4153.33
1905,FGBKPADF_01915,manual_scaffold_1,1871386,1871799,+,414,1318.22,1444.27,1803.33,2438.88,1048.88,1293.18,2197.69,2895.24,1104.78,1338.83,2141.22,2073.62,1565.75
1906,FGBKPADF_01916,manual_scaffold_1,1871792,1872502,+,711,1934.65,2125.03,2586.25,3023.56,1585.46,1987.12,3375.07,4032.20,1737.70,2025.63,2962.32,2860.07,2276.25
1907,FGBKPADF_01917,manual_scaffold_1,1872499,1873632,+,1134,4289.13,4771.78,6115.92,6416.78,3973.89,4510.61,7657.75,8461.62,4229.91,4428.58,7032.97,6065.74,5157.92
1908,FGBKPADF_01918,manual_scaffold_1,1873637,1874830,+,1194,5066.90,5225.34,7312.48,7631.80,4805.70,5331.07,8863.90,9157.64,4754.11,5635.14,8546.04,7477.34,6066.00
1909,FGBKPADF_01919,manual_scaffold_1,1874815,1875792,+,978,3834.05,4012.32,5586.14,6041.23,3013.05,3703.04,7741.67,8275.77,3001.12,4119.10,6413.52,6108.74,4588.58
1910,FGBKPADF_01920,manual_scaffold_1,1876038,1876871,+,834,8051.90,9410.49,16717.97,25784.95,7500.75,10247.74,16629.55,27407.33,8237.57,10719.99,17279.22,24027.93,12912.25
1911,FGBKPADF_01921,manual_scaffold_1,1876873,1877733,+,861,9600.40,11072.21,18780.97,28278.32,8234.66,10931.08,19449.50,32255.82,9145.07,11436.47,19739.60,26614.59,14540.00
1912,FGBKPADF_01922,manual_scaffold_1,1877735,1878118,+,384,3393.08,3698.31,6378.20,9592.04,2657.10,3659.10,6843.65,10704.57,3019.64,3765.52,6626.77,8973.42,4900.50
1913,FGBKPADF_01923,manual_scaffold_1,1878244,1881039,+,2796,8849.26,12265.77,16741.46,23759.92,8537.49,12557.60,19572.99,24909.30,8289.91,14427.86,18236.68,24358.18,14078.25
1914,FGBKPADF_01924,manual_scaffold_1,1881182,1881352,+,171,1594.71,2086.89,3489.22,4078.05,1673.50,2331.82,3246.78,4028.56,1559.74,2563.20,3557.10,3967.53,2520.67
1915,FGBKPADF_01925,manual_scaffold_1,1881361,1881846,+,486,9728.07,10115.59,14357.47,15203.23,9785.97,10651.53,13208.92,15228.72,9610.49,11529.74,14521.45,15040.69,11489.75
1916,FGBKPADF_01926,manual_scaffold_1,1881869,1883050,+,1182,20988.20,22009.73,28404.38,29505.13,20443.97,21637.92,27782.26,31144.36,20107.55,22571.08,29119.79,28867.92,23495.50
1917,FGBKPADF_01927,manual_scaffold_1,1883191,1884486,+,1296,15570.40,22569.59,34564.66,40955.78,14919.54,21879.58,34146.33,40283.78,14775.28,24484.79,37362.64,40733.66,25051.75
1918,FGBKPADF_01928,manual_scaffold_1,1884579,1885277,+,699,2850.28,6884.63,13493.64,15999.98,2786.88,7481.83,13934.29,16041.36,2563.07,8659.60,15048.05,16467.65,8482.75
1919,FGBKPADF_01929,manual_scaffold_1,1885296,1885955,+,660,2886.31,7124.81,13724.61,15621.49,2912.11,7411.38,13813.20,15536.65,2639.56,8000.78,14846.41,16180.41,8395.08
1920,FGBKPADF_01930,manual_scaffold_1,1885952,1886446,+,495,1317.44,2994.84,6195.52,7108.98,1227.99,3098.49,6548.71,7282.75,1174.03,3673.95,6900.95,7629.40,3802.50
1921,FGBKPADF_01931,manual_scaffold_1,1886522,1889266,-,2745,25743.37,27089.84,32115.42,24533.11,24071.78,26646.26,29749.75,22121.55,23246.37,28783.64,31971.85,25063.21,26045.00
1922,FGBKPADF_01932,manual_scaffold_1,1889288,1889908,-,621,2833.05,3556.32,3558.38,2914.58,2565.27,3385.61,3813.89,2776.81,2536.49,3665.47,3731.19,3274.79,3119.75
1923,FGBKPADF_01933,manual_scaffold_1,1889949,1890911,+,963,55.61,83.57,58.72,35.35,45.54,70.45,40.76,51.02,57.98,59.35,50.77,62.98,56.33
1924,FGBKPADF_01934,manual_scaffold_1,1890936,1891040,-,105,2.35,30.83,40.45,179.68,1.52,26.52,46.76,151.23,8.05,34.76,36.27,185.86,45.83
1925,FGBKPADF_01935,manual_scaffold_1,1891239,1891484,+,246,97.91,77.89,80.90,48.60,144.20,92.42,80.33,52.84,119.98,78.85,84.14,56.83,88.42
1926,FGBKPADF_01936,manual_scaffold_1,1891530,1891901,+,372,657.15,522.53,688.97,742.27,673.19,531.06,617.46,692.38,673.98,559.61,700.69,760.33,622.75
1927,FGBKPADF_01937,manual_scaffold_1,1891940,1892128,-,189,991.61,1375.30,1529.31,2949.92,1074.68,1180.31,1581.43,2135.45,967.09,1414.30,1843.83,2697.25,1458.08
1928,FGBKPADF_01938,manual_scaffold_1,1892316,1892693,+,378,39.95,58.42,117.44,94.26,28.08,75.00,112.70,78.35,44.29,90.73,82.69,127.49,71.00
1929,FGBKPADF_01939,manual_scaffold_1,1892714,1893133,-,420,4.70,1.62,0.00,0.00,1.52,17.42,26.38,5.47,8.86,5.09,10.15,7.68,7.25
1930,FGBKPADF_01940,manual_scaffold_1,1893271,1893777,+,507,3299.87,2900.72,3404.40,3469.81,3262.75,2988.64,3518.94,4770.14,3270.06,2931.19,3483.12,3786.28,3244.50
1931,FGBKPADF_01941,manual_scaffold_1,1893880,1896129,+,2250,4004.02,5915.02,8368.12,10002.94,4214.48,6580.31,8874.69,10535.11,4343.44,6671.27,9124.87,9832.05,6581.92
1932,FGBKPADF_01942,manual_scaffold_1,1896145,1897386,+,1242,2321.58,3372.94,5116.39,6079.52,2355.80,3701.52,5446.87,5919.85,2291.70,4027.52,5422.70,6004.29,3849.58
1933,FGBKPADF_01943,manual_scaffold_1,1898015,1898557,+,543,1965.20,3602.57,5291.24,6765.83,2386.91,4098.49,4359.41,5178.28,2182.19,4399.75,5221.05,6767.70,3877.92
1934,FGBKPADF_01944,manual_scaffold_1,1898635,1898931,+,297,3613.17,3186.32,4393.49,5455.08,3214.17,2974.25,4009.32,5036.16,3104.99,3647.66,4627.72,5319.23,3724.25
1935,FGBKPADF_01945,manual_scaffold_1,1899478,1900635,+,1158,3647.64,13700.30,22772.56,29157.56,3894.20,13681.84,22127.98,27933.90,3404.54,15933.73,23818.95,29364.06,14527.17
1936,FGBKPADF_01946,manual_scaffold_1,1901004,1901195,+,192,123.75,987.46,2126.94,2453.61,139.65,1104.55,2013.05,2199.22,107.10,1208.26,2196.35,2466.85,1156.42
